Company Name,Batch,YC Profile URL,Website,Description,Status,Industries,Team Size,Location
Mineflow,S24,https://www.ycombinator.com/companies/mineflow,http://mineflow.ai/,Mineflow predicts the shape and location of mineral deposits,Active,Industrials,2,
Soff,S24,https://www.ycombinator.com/companies/soff,https://soff.ai,AI Agents for Distributors,Active,B2B; Supply Chain and Logistics,6,"San Francisco, CA, USA"
Parley,S24,https://www.ycombinator.com/companies/parley,https://parley.so,"Automating flat-fee legal work, starting with work visas + green cards",Active,B2B; Legal,3,"San Francisco, CA, USA"
Intryc,S24,https://www.ycombinator.com/companies/intryc,https://intryc.com,Intryc uses AI to automate quality assurance for customer support,Active,B2B; Operations,14,"San Francisco, CA, USA"
Pinnacle,S24,https://www.ycombinator.com/companies/pinnacle,https://pinnacle.sh/,API & SDK for RCS (the next-generation of texting),Active,"B2B; Engineering, Product and Design",2,"San Francisco, CA, USA"
Ember Robotics,S24,https://www.ycombinator.com/companies/ember-robotics,https://www.emberrobotics.com,Datadog for robots,Active,Industrials; Manufacturing and Robotics,2,"San Francisco, CA, USA"
Thunder Compute,S24,https://www.ycombinator.com/companies/thunder-compute,https://www.thundercompute.com,The world's cheapest GPU cloud,Active,B2B; Infrastructure,4,"San Francisco, CA, USA"
Kura AI,S24,https://www.ycombinator.com/companies/kura-ai,https://trykura.com,New State of the Art for Browser Agents,Active,B2B,2,
Emergent,S24,https://www.ycombinator.com/companies/emergent,https://emergent.sh,AI app builder that turns your ideas into monetizable software.,Active,Consumer,,"San Francisco, CA, USA"
Zeit AI,S24,https://www.ycombinator.com/companies/zeit-ai,https://zeit-ai.com/,From data to enterprise insights in just a few words.,Active,B2B; Analytics,6,
Distro,S24,https://www.ycombinator.com/companies/distro,https://distro.app,The AI co-pilot for sales reps at industrial wholesale distributors.,Active,B2B; Supply Chain and Logistics,11,"Palo Alto, CA, USA"
Mage Legal,S24,https://www.ycombinator.com/companies/mage-legal,https://magelegal.com,Automatic AI Legal Diligence,Active,B2B; Legal,2,"San Francisco, CA, USA"
David AI,S24,https://www.ycombinator.com/companies/david-ai,https://www.withdavid.ai/,Data for audio AI,Active,B2B,10,
BeeBettor,S24,https://www.ycombinator.com/companies/beebettor,https://beebettor.com,Robinhood for sports prediction markets,Active,Consumer; Gaming,2,
Stempad,S24,https://www.ycombinator.com/companies/stempad,https://www.stempad.com,Notion for science,Active,B2B; Productivity,1,
Pax,S24,https://www.ycombinator.com/companies/pax,https://paxai.com/,AI Broker for Tariff Refunds,Active,B2B; Supply Chain and Logistics,6,"San Francisco, CA, USA"
Conductor Quantum,S24,https://www.ycombinator.com/companies/conductor-quantum,https://www.conductorquantum.com,AI software for scaling quantum computers,Active,Industrials,3,"San Francisco, CA, USA"
Autumn Labs,S24,https://www.ycombinator.com/companies/autumn-labs,https://www.autumnlabs.io/,Datadog for industrial robots,Active,Industrials; Manufacturing and Robotics,3,"San Francisco, CA, USA"
Opslane,S24,https://www.ycombinator.com/companies/opslane,https://opslane.com,Deploy to Kubernetes in minutes,Active,B2B; Infrastructure,1,"San Francisco, CA, USA"
winfunc,S24,https://www.ycombinator.com/companies/winfunc,https://winfunc.com,ai-native security engineering for mission critical codebases,Active,B2B; Security,2,
Biocartesian,S24,https://www.ycombinator.com/companies/biocartesian,https://www.biocartesian.com,Converting biology into digital molecular maps,Active,Healthcare; Drug Discovery and Delivery,2,"San Francisco, CA, USA"
Seals AI,S24,https://www.ycombinator.com/companies/seals-ai,https://www.hireseals.ai/,AI Employees for Wholesalers & Distributors,Active,B2B,4,"San Francisco, CA, USA"
Drillbit,S24,https://www.ycombinator.com/companies/drillbit,https://www.drillbit.com,Automating Office Work for Residential Contractors.,Active,B2B; Operations,10,"Austin, TX, USA"
Sharpe,S24,https://www.ycombinator.com/companies/sharpe,https://sharpe.sh,Agents for quantitative research and financial data science.,Active,B2B; Analytics,3,"San Francisco, CA, USA"
Dimely,S24,https://www.ycombinator.com/companies/dimely,https://dimely.com/,AI-Powered Spreadsheet for Billing Automation,Active,B2B; Finance and Accounting,3,
Redouble AI,S24,https://www.ycombinator.com/companies/redouble-ai,https://redouble.ai/,Scale human-in-the-loop for AI workflows in regulated industries,Active,B2B,3,"San Francisco, CA, USA"
Planbase,S24,https://www.ycombinator.com/companies/planbase,https://www.joinplanbase.com/,AI workforce management for healthcare ,Active,Healthcare; Healthcare IT,4,"San Francisco, CA, USA"
Anara,S24,https://www.ycombinator.com/companies/anara,https://anara.com,AI for researchers,Active,B2B; Productivity,5,"San Francisco, CA, USA"
"Hestus, Inc.",S24,https://www.ycombinator.com/companies/hestus-inc,https://www.hestus.co,An AI-powered CAD software,Active,"B2B; Engineering, Product and Design",3,
MagiCode,S24,https://www.ycombinator.com/companies/magicode,https://www.magicode.ai/,A Reliable AI Frontend Engineer,Active,"B2B; Engineering, Product and Design",3,"Stanford, CA, USA"
FINNY AI,S24,https://www.ycombinator.com/companies/finny-ai,https://www.finnyai.com/,The OS for independent financial advisors ,Active,Fintech; Asset Management,4,"New York, NY, USA"
Vibe,S24,https://www.ycombinator.com/companies/vibe,https://vibe.codes,Making everyone a software engineer,Active,"B2B; Engineering, Product and Design",2,"San Francisco, CA, USA"
1849 bio,S24,https://www.ycombinator.com/companies/1849-bio,https://www.1849.bio,Engineering microbes for miners to unlock billions in trapped metal,Active,Industrials,3,"San Francisco, CA, USA"
ReactWise,S24,https://www.ycombinator.com/companies/reactwise,https://www.reactwise.com/,AI Co-Pilot for Chemical Process Optimization,Active,"B2B; Engineering, Product and Design",2,"San Francisco, CA, USA"
Zoa Research,S24,https://www.ycombinator.com/companies/zoa-research,https://zoaresearch.com,Powerful quantitative forecasting models,Active,B2B,5,"New York, NY, USA"
Saturn,S24,https://www.ycombinator.com/companies/saturn,https://www.SaturnOS.com,Compliance and back office workflows for Wealth Managers.,Active,Fintech,18,"London, UK"
Clearly AI,S24,https://www.ycombinator.com/companies/clearly-ai,https://clearly-ai.com,Automate security and privacy reviews,Active,B2B; Security,12,"Seattle, WA, USA"
expand.ai,S24,https://www.ycombinator.com/companies/expand-ai,https://expand.ai/,Turn any website into an API.,Active,B2B,2,"San Francisco, CA, USA"
Promi,S24,https://www.ycombinator.com/companies/promi,https://www.usepromi.com/,"Optimizing ecommerce pricing with dynamic, personalized discounts",Active,B2B; Retail,2,
Ontra Mobility,S24,https://www.ycombinator.com/companies/ontra-mobility,https://www.ontramobility.com,Platform for cities to optimize transit ,Active,Government,2,"New York, NY, USA"
Aluna,S24,https://www.ycombinator.com/companies/aluna,https://alunadata.com,Data for biomedical AI,Active,"B2B; Engineering, Product and Design",3,"San Francisco, CA, USA"
Panora,S24,https://www.ycombinator.com/companies/panora,https://getpanora.com,Turning messy inboxes into ERP-Ready Data,Active,B2B,1,"San Francisco, CA, USA"
Manaflow,S24,https://www.ycombinator.com/companies/manaflow,https://www.cmux.dev,Building the open-source terminal for coding agents,Active,B2B,2,"San Francisco, CA, USA"
Conveo,S24,https://www.ycombinator.com/companies/conveo,https://conveo.ai/,Confident decisions in days with AI-led interviews.,Active,B2B,24,"Antwerp, Belgium"
CreativeMode,S24,https://www.ycombinator.com/companies/creativemode,https://creativemode.net,Lovable for Minecraft mods,Active,Consumer; Gaming,5,"San Francisco, CA, USA"
Kastle,S24,https://www.ycombinator.com/companies/kastle,https://kastle.ai/,AI agents for mortgage servicing,Active,B2B,6,
Kopra Bio,S24,https://www.ycombinator.com/companies/kopra-bio,https://kopra.bio,Genetically engineered viruses that teach your immune system to kill…,Active,Healthcare; Therapeutics,2,"San Francisco, CA, USA"
Anthrogen,S24,https://www.ycombinator.com/companies/anthrogen,https://anthrogen.com,We're training the next generation of protein foundation models.,Active,Healthcare,6,"San Francisco, CA, USA"
Benchify,S24,https://www.ycombinator.com/companies/benchify,https://www.benchify.com,Executable healthcare contracts,Active,B2B,4,"San Francisco, CA, USA"
Fazeshift,S24,https://www.ycombinator.com/companies/fazeshift,https://www.fazeshift.com/,AI agent for Accounts Receivable,Active,B2B; Finance and Accounting,8,"San Francisco, CA, USA"
TaxGPT,S24,https://www.ycombinator.com/companies/taxgpt,https://www.taxgpt.com,AI tax assistant for professionals and businesses,Active,B2B; Finance and Accounting,28,"San Francisco, CA, USA"
Substrate,S24,https://www.ycombinator.com/companies/substrate,https://www.substrate.cc/,Artificial Intelligence for your medical billing team,Active,B2B,2,
The Synthesis Company,S24,https://www.ycombinator.com/companies/the-synthesis-company,https://thesynthesis.company,100x faster scientific evidence synthesis,Active,"B2B; Engineering, Product and Design",3,"San Francisco, CA, USA"
Mito Health,S24,https://www.ycombinator.com/companies/mito-health,https://mitohealth.com/,Bloodwork and personalized insights to help you live longer,Active,Healthcare; Consumer Health and Wellness,8,"San Francisco, CA, USA"
Lighthouz AI,S24,https://www.ycombinator.com/companies/lighthouz-ai,https://lighthouz.ai/,"Freight bill audits, AP, AR automation for freight brokers with…",Active,B2B,8,"San Francisco, CA, USA"
Modus,S24,https://www.ycombinator.com/companies/modus,https://himodus.com,Unlock revenue per employee with AI-powered headcount management,Active,B2B,3,
d_model,S24,https://www.ycombinator.com/companies/d_model,https://www.dmodel.ai,Look inside the model,Active,"B2B; Engineering, Product and Design",10,
LedgerUp,S24,https://www.ycombinator.com/companies/ledgerup,https://ledgerup.ai/,AI agents that handles complex billing and revenue,Active,B2B; Finance and Accounting,5,"San Francisco, CA, USA"
Plume,S24,https://www.ycombinator.com/companies/plume,http://www.plumefinder.com,Renewable infrastructure deployment at scale.,Active,Industrials; Climate,4,"Paris, France"
Pulse,S24,https://www.ycombinator.com/companies/pulse-3,https://www.runpulse.com/,Production-grade unstructured document extraction,Active,B2B; Infrastructure,12,
AutoPallet Robotics,S24,https://www.ycombinator.com/companies/autopallet-robotics,https://autopallet.bot,We make robots that move boxes in warehouses,Active,Industrials; Manufacturing and Robotics,6,"San Francisco, CA, USA"
Dench.com,S24,https://www.ycombinator.com/companies/dench-com,https://dench.com,AI Workforce that does it all,Active,B2B; Productivity,4,"San Francisco, CA, USA"
AminoAnalytica,S24,https://www.ycombinator.com/companies/aminoanalytica,https://www.aminoanalytica.com,The AI-Native Operating System for Protein Engineering,Active,Healthcare; Industrial Bio,2,"San Francisco, CA, USA"
Gauge,S24,https://www.ycombinator.com/companies/gauge,https://withgauge.com,Get your product featured in AI answers.,Active,B2B; Marketing,4,"San Francisco, CA, USA"
Weave Robotics,S24,https://www.ycombinator.com/companies/weave-robotics,https://www.weaverobots.com,Personal robots for the home--that ship in 2025,Active,Industrials; Manufacturing and Robotics,10,
Tandem,S24,https://www.ycombinator.com/companies/tandem-2,https://tandem.space/,AI-native office leasing agent,Active,B2B; Office Management,22,
Kenley,S24,https://www.ycombinator.com/companies/kenley,https://kenley.ai/,AI Agents for Advisory & Financial Services.,Active,B2B; Productivity,6,"San Francisco, CA, USA"
Tivara,S24,https://www.ycombinator.com/companies/tivara,https://tivara.com,The AI workforce for medical groups,Active,Healthcare,2,
camfer,S24,https://www.ycombinator.com/companies/camfer,https://www.camfer.dev/,Building the world’s first AI mechanical engineer.,Active,"B2B; Engineering, Product and Design",4,"San Francisco, CA, USA"
MinusX,S24,https://www.ycombinator.com/companies/minusx,https://minusx.ai,AI Data Scientist for Jupyter and Metabase,Active,B2B; Analytics,2,"San Francisco, CA, USA"
Lore,S24,https://www.ycombinator.com/companies/joinlore,https://joinlore.app/,Transform your iMessage conversations into shareable stories,Active,B2B,2,"San Francisco, CA, USA"
Parahelp,S24,https://www.ycombinator.com/companies/parahelp,https://parahelp.com/,"The AI agent that resolves complex support tickets, effortlessly",Active,B2B; Operations,7,"San Francisco, CA, USA"
CodeViz,S24,https://www.ycombinator.com/companies/codeviz,https://www.codeviz.ai/,One living model of your software architecture,Active,B2B; Productivity,2,"San Francisco, CA, USA"
RunLocal AI,S24,https://www.ycombinator.com/companies/runlocal-ai,https://runlocal.ai,The first AI agent for optimizing ML model inference on edge hardware,Active,"B2B; Engineering, Product and Design",3,"London, UK"
Ares Industries,S24,https://www.ycombinator.com/companies/ares-industries,https://aresindustries.com,Building low-cost cruise missiles ,Active,Industrials; Aviation and Space,2,"El Segundo, CA, USA"
Dodo,S24,https://www.ycombinator.com/companies/dodo,https://www.dodo.health/,AI Employees for Specialty Clinics,Active,Healthcare; Healthcare IT,3,
Lucible,S24,https://www.ycombinator.com/companies/lucible,https://luciblefi.com,Combined checking and investment account,Active,B2B; Operations,2,
Elevate,S24,https://www.ycombinator.com/companies/elevate-2,https://www.useelevate.dev/,Automated AI data integrations for roll-ups,Active,B2B,3,"New York, NY, USA"
Offstream,S24,https://www.ycombinator.com/companies/offstream,https://www.useoffstream.com/,Vanta for carbon compliance,Active,B2B,7,
Storia AI,S24,https://www.ycombinator.com/companies/storia-ai,https://storia.ai,Open source AI copilot that knows your company's code and its context,Active,"B2B; Engineering, Product and Design",2,"Millbrae, CA, USA"
"DeepSim, Inc.",S24,https://www.ycombinator.com/companies/deepsim-inc,https://www.deepsim.io,An AI physics simulator for AI chip design,Active,"B2B; Engineering, Product and Design",4,"Mountain View, CA, USA"
Scape,S24,https://www.ycombinator.com/companies/scape,https://scape.app,AI-native CRM that captures all your conversations,Active,B2B; Productivity,2,"San Francisco, CA, USA"
Zuni,S24,https://www.ycombinator.com/companies/zuni,https://zuni.app,AI Assistant that works alongside you in your Chrome browser,Active,B2B; Productivity,2,
Proxis,S24,https://www.ycombinator.com/companies/proxis,https://www.proxis.ai/,"The platform for enterprise AI agent automations, starting with email.",Active,B2B,3,
Rewbi,S24,https://www.ycombinator.com/companies/rewbi,https://www.rewbi.com/,Rewbi uses AI to increase grid-connected battery storage revenue 2x,Active,Industrials; Energy,2,
Cloudglue,S24,https://www.ycombinator.com/companies/cloudglue,https://cloudglue.dev,Developer APIs to let your AI/LLM understand videos and audio.,Active,B2B,3,"San Francisco, CA, USA"
NetworkOcean,S24,https://www.ycombinator.com/companies/networkocean,https://networkocean.io/,We build and operate underwater data centers.,Active,Industrials; Climate,4,"San Francisco, CA, USA"
Silurian,S24,https://www.ycombinator.com/companies/silurian,https://silurian.ai/,"Foundation models to simulate Earth, starting with weather.",Active,Industrials; Climate,6,"Kirkland, WA, USA"
Hyrex,S24,https://www.ycombinator.com/companies/hyrex,https://www.hyrex.io,The COLD Task Framework,Active,"B2B; Engineering, Product and Design",3,"San Francisco, CA, USA"
Unbound,S24,https://www.ycombinator.com/companies/unbound,https://getunbound.ai/,Use AI tools without fear of data leakage,Active,B2B; Security,7,"San Francisco, CA, USA"
RetroFix,S24,https://www.ycombinator.com/companies/retrofix,https://www.retrofix.ai/,Automate any workflow using plain english,Active,B2B,2,"San Francisco, CA, USA"
Azalea Robotics Corporation,S24,https://www.ycombinator.com/companies/azalea-robotics-corporation,https://azalearobotics.com/,Automating airport baggage handling with robots.,Active,Industrials; Manufacturing and Robotics,2,"Berkeley, CA, USA"
Decisional AI,S24,https://www.ycombinator.com/companies/decisional-ai,https://www.decisional.com/,Autonomous AI agents for spreadsheet based operations,Active,B2B,3,"San Francisco, CA, USA"
Stardrift,S24,https://www.ycombinator.com/companies/stardrift,https://stardrift.ai,AI travel search for frequent flyers,Active,"Consumer; Travel, Leisure and Tourism",2,"San Francisco, CA, USA"
ideate.xyz,S24,https://www.ycombinator.com/companies/ideate-xyz,https://ideate.xyz,ideate.xyz is an AI-powered 3D art suite on the web,Active,"B2B; Engineering, Product and Design",2,"San Francisco, CA, USA"
FirstWork,S24,https://www.ycombinator.com/companies/firstwork,https://firstwork.com,Rippling for seasonal workers,Active,B2B; Human Resources,9,"San Francisco, CA, USA"
Sorcerer,S24,https://www.ycombinator.com/companies/sorcerer,https://sorcerer.earth,Building a nervous system for the atmosphere,Active,Industrials; Climate,4,"San Francisco, CA, USA"
Wordware,S24,https://www.ycombinator.com/companies/wordware,https://wordware.ai/,AI agents you can rely on,Active,B2B; Infrastructure,15,"San Francisco, CA, USA"
Maitai,S24,https://www.ycombinator.com/companies/maitai,https://trymaitai.com,"Reliable, self-improving enterprise AI",Active,"B2B; Engineering, Product and Design",6,
Corgi Insurance,S24,https://www.ycombinator.com/companies/corgi-insurance,https://corgi.insure,Corgi is building an AI financial infrastructure company,Active,Fintech; Insurance,70,"San Francisco, CA, USA"
Phonely,S24,https://www.ycombinator.com/companies/phonely,https://phonely.ai,AI call centers ,Active,B2B,10,
VideoGen,S24,https://www.ycombinator.com/companies/videogen,https://videogen.io,AI that can create and edit professional videos,Active,B2B,5,
Sage,S24,https://www.ycombinator.com/companies/sagecare,https://sagecare.ai,Automating home care agency operations with AI,Active,Healthcare; Healthcare IT,4,"San Francisco, CA, USA"
Stack Auth,S24,https://www.ycombinator.com/companies/stack-auth,https://stack-auth.com,The open-source Auth0 alternative,Active,"B2B; Engineering, Product and Design",6,
Tabula,S24,https://www.ycombinator.com/companies/tabula,https://www.tabula.de,AI Copilot for SMEs & their accountants in Europe,Active,B2B; Finance and Accounting,5,"Berlin, Germany"
Callback,S24,https://www.ycombinator.com/companies/callback,https://getcallback.ai,AI-native business process outsourcing,Active,B2B; Operations,2,"San Francisco, CA, USA"
Bayesline,S24,https://www.ycombinator.com/companies/bayesline,https://bayesline.com,Highly customizable and blazingly fast analytics for asset managers.,Active,Fintech; Asset Management,2,"New York, NY, USA"
DigitalCarbon,S24,https://www.ycombinator.com/companies/digitalcarbon,https://www.digitalcarbon.ai,Transform Images And Videos Into Immersive 3D With AI,Active,B2B,,"San Francisco, CA, USA"
Random Labs,S24,https://www.ycombinator.com/companies/random-labs,https://randomlabs.ai,Random labs is building long running autonomous coding agents.,Active,"B2B; Engineering, Product and Design",,
Unsloth AI,S24,https://www.ycombinator.com/companies/unsloth-ai,https://unsloth.ai/,Open-Source Reinforcement Learning (RL) & Fine-tuning for LLMs.,Active,"B2B; Engineering, Product and Design",8,"San Francisco, CA, USA"
Codes Health,S24,https://www.ycombinator.com/companies/codes-health,https://www.getcodeshealth.com/,Medical Record Retrieval with Zero Human Error,Active,B2B,12,"New York, NY, USA"
Entangl,S24,https://www.ycombinator.com/companies/entangl,https://www.entangl.com/,Find & resolve issues in data center engineering & operations using AI,Active,"B2B; Engineering, Product and Design",7,"San Francisco, CA, USA"
ClaimSorted,S24,https://www.ycombinator.com/companies/claimsorted,https://claimsorted.com,Making it easy for insurance companies to process claims,Active,Fintech; Insurance,20,
mdhub,S24,https://www.ycombinator.com/companies/mdhub,https://www.mdhub.ai/,"AI workers for healthcare clinics, starting with behavioral health",Active,Healthcare,11,
Hamming AI,S24,https://www.ycombinator.com/companies/hamming-ai,https://hamming.ai/,Complete QA platform for voice agents,Active,"B2B; Engineering, Product and Design",8,
Pre,S24,https://www.ycombinator.com/companies/pre,https://buildwithpre.com,The AI accountability agent for startup founders,Active,B2B; Operations,2,"Lake Oswego, OR, USA"
ProhostAI,S24,https://www.ycombinator.com/companies/prohostai,https://www.prohost.ai/,AI Property Manager for Airbnb & Short-Term Rental Hosts,Active,B2B,5,"San Francisco, CA, USA"
Educato,S24,https://www.ycombinator.com/companies/educato,https://www.educato.com/,Worldwide exam-prep platform,Active,Education,5,"San Francisco, CA, USA"
Spaceium Inc,S24,https://www.ycombinator.com/companies/spaceium-inc,https://spaceium.com,In-Space Refueling,Active,Industrials; Aviation and Space,,
Comfy Deploy,S24,https://www.ycombinator.com/companies/comfy-deploy,https://comfydeploy.com,ComfyUI for everyone on your team,Active,"B2B; Engineering, Product and Design",3,"San Francisco, CA, USA"
Synnax,S24,https://www.ycombinator.com/companies/synnax,https://www.synnaxlabs.com/,Unified Hardware Control and Data Processing Software,Active,B2B; Infrastructure,5,
Theseus,S24,https://www.ycombinator.com/companies/theseus,https://theseus.us,GPS Denied Navigation for Drones,Active,Industrials; Drones,3,
Saphira AI,S24,https://www.ycombinator.com/companies/saphira-ai,https://saphira.ai,Vanta for Hardware,Active,"B2B; Engineering, Product and Design",6,"San Francisco, CA, USA"
Glasskube,S24,https://www.ycombinator.com/companies/glasskube,https://distr.sh/,"Software Distribution Platform for On-Prem, Kubernetes, Docker & BYOC",Active,B2B; Infrastructure,5,
Mem0,S24,https://www.ycombinator.com/companies/mem0,https://mem0.ai,The Memory layer for your AI apps,Active,B2B; Infrastructure,4,"San Francisco, CA, USA"
Cheers,S24,https://www.ycombinator.com/companies/cheers,https://www.cheers.tech,Win local search on ChatGPT & other LLMs,Active,B2B,2,"San Francisco, CA, USA"
Understood Care,S24,https://www.ycombinator.com/companies/understood-care,https://understoodcare.com,Healthcare personal assistants for Medicare patients.,Active,Healthcare,7,"New York, NY, USA"
Doublezero,S24,https://www.ycombinator.com/companies/doublezero,https://doublezero.tech,"Platform to build, use, and monetize fully autonomous agents",Active,"B2B; Engineering, Product and Design",2,
Superunit,S24,https://www.ycombinator.com/companies/superunit,http://superunit.ai,"Faster, more profitable background checks with AI",Active,B2B; Operations,2,"San Francisco, CA, USA"
Undermind,S24,https://www.ycombinator.com/companies/undermind,https://www.undermind.ai,An AI agent for scientific research,Active,B2B,,"San Francisco, CA, USA"
Domu Technology Inc.,S24,https://www.ycombinator.com/companies/domu-technology-inc,https://www.domu.ai/,AI Agents for collections,Active,"B2B; Engineering, Product and Design",15,"San Francisco, CA, USA"
Apten,S24,https://www.ycombinator.com/companies/apten,https://www.apten.ai/,"Omnichannel AI agents that engage leads across SMS, voice, and email",Active,B2B; Marketing,3,"San Francisco, CA, USA"
Spherecast,S24,https://www.ycombinator.com/companies/spherecast,https://www.spherecast.ai/,AI Supply Chain Manager for CPG,Active,B2B; Supply Chain and Logistics,7,
Miru,S24,https://www.ycombinator.com/companies/miru-ml,https://www.miruml.com,Config Management for Robotics,Active,B2B; Infrastructure,3,"San Francisco, CA, USA"
Roger,S24,https://www.ycombinator.com/companies/roger-2,https://hireroger.com,Roger is an AI SDR that automates outbound sales and follows up 24/7.,Active,B2B; Sales,2,
Abel Police,S24,https://www.ycombinator.com/companies/abel-police,http://abelpolice.com,Automating police paperwork,Active,Government,5,
Ultra,S24,https://www.ycombinator.com/companies/ultra,https://ultra.tech,"Practical, general-purpose robots for repetitive industrial tasks",Active,Industrials; Manufacturing and Robotics,4,"New York, NY, USA"
Ångström AI,S24,https://www.ycombinator.com/companies/angstrom-ai,https://www.angstrom-ai.com,Gen AI molecular simulations that reproduce wetlab results,Active,Healthcare; Drug Discovery and Delivery,5,"San Francisco, CA, USA"
Coval,S24,https://www.ycombinator.com/companies/coval,https://coval.dev,Simulation & Evaluation for Voice and Chat Agents,Active,"B2B; Engineering, Product and Design",5,
Evolvere BioSciences,S24,https://www.ycombinator.com/companies/evolvere-biosciences,https://www.evolverebiosciences.com/,Making Next-Generation Antibiotics that Outpace Bacterial Evolution,Active,Healthcare; Therapeutics,3,"Oxford, UK"
Spur,S24,https://www.ycombinator.com/companies/spur,https://www.spurtest.com/,Spur is your AI QA Engineer. Test your websites with natural language.,Active,"B2B; Engineering, Product and Design",8,"San Francisco, CA, USA"
Ligo Biosciences,S24,https://www.ycombinator.com/companies/ligo-biosciences,https://www.ligo.bio,Enzyme design models.,Active,Healthcare; Industrial Bio,4,"San Francisco, CA, USA"
ACX,S24,https://www.ycombinator.com/companies/acx,https://www.acxtherapeutics.com/,Next-generation biocides for sustainable agriculture at scale,Active,Healthcare; Industrial Bio,4,"New York, NY, USA"
Overeasy,S24,https://www.ycombinator.com/companies/overeasy,https://overeasy.sh/,,Active,B2B,2,"San Francisco, CA, USA"
Fuse,S24,https://www.ycombinator.com/companies/fuse-2,http://www.fuseinsight.com,AI helpers for patient intake and benefits checks,Active,Healthcare,3,"London, UK"
Central,S24,https://www.ycombinator.com/companies/central,https://centralhq.com,"Payroll, benefits, state compliance & other bullsh*t for startups",Active,B2B; Human Resources,15,"San Francisco, CA, USA"
Simplex,S24,https://www.ycombinator.com/companies/simplex,https://simplex.sh,Production-grade web agents.,Active,"B2B; Engineering, Product and Design",2,"San Francisco, CA, USA"
Poka Labs,S24,https://www.ycombinator.com/companies/poka-labs,https://www.pokalabs.com/,The modern operating system for chemical manufacturing.,Active,B2B; Supply Chain and Logistics,3,"San Francisco, CA, USA"
Hey Revia,S24,https://www.ycombinator.com/companies/hey-revia,https://heyrevia.ai,Voice AI to automate complex phone calls for healthcare providers,Acquired,B2B,4,
Sepal AI,S24,https://www.ycombinator.com/companies/sepal-ai,https://www.sepalai.com,Data Development for Advanced AI,Acquired,B2B,15,"San Francisco, CA, USA"
Thyme,S24,https://www.ycombinator.com/companies/thyme,https://www.meetthyme.com/,The OS for financial advisors,Acquired,B2B; Finance and Accounting,2,"San Francisco, CA, USA"
Remade,S24,https://www.ycombinator.com/companies/remade,https://www.remade.ai/?utm_source=YC&utm_medium=YC&utm_campaign=YC_profile&utm_content=YC_profile,AI-native canvas for creative workflows.,Acquired,Consumer; Content,4,"San Francisco, CA, USA"
RiskAngle,S24,https://www.ycombinator.com/companies/riskangle,https://www.riskangle.com/,AI medical summaries in minutes,Inactive,B2B,2,"San Francisco, CA, USA"
deepsilicon,S24,https://www.ycombinator.com/companies/deepsilicon,https://www.deepsilicon.net/,Software and hardware to run neural networks faster and cheaper,Inactive,Industrials,2,"San Francisco, CA, USA"
Invaria,S24,https://www.ycombinator.com/companies/invaria,https://invaria.com,The next generation logging and observability platform,Inactive,"B2B; Engineering, Product and Design",3,"London, UK"
Flyflow,S24,https://www.ycombinator.com/companies/flyflow,https://flyflow.ai,The easiest way to find high-quality sales leads,Inactive,B2B; Sales,2,
Red Barn Robotics,W25,https://www.ycombinator.com/companies/red-barn-robotics,https://www.redbarnrobotics.com,A Roomba for weeds on a farm. ,Active,Industrials; Agriculture,5,
Mentra,W25,https://www.ycombinator.com/companies/mentra,https://mentra.glass,Building the open source smart glasses operating system.,Active,Consumer; Virtual and Augmented Reality,12,"San Francisco, CA, USA"
BlindPay,W25,https://www.ycombinator.com/companies/blindpay,https://blindpay.com/,Stablecoin API for global payments,Active,Fintech; Payments,9,
Vantel,W25,https://www.ycombinator.com/companies/vantel,https://vantel.com/,AI Platform for Commercial Insurance Brokerages,Active,Fintech; Insurance,4,
Fira,W25,https://www.ycombinator.com/companies/fira,https://firaresearch.com/,Financial research platform for investment firms,Active,B2B; Finance and Accounting,4,
assistant-ui,W25,https://www.ycombinator.com/companies/assistant-ui,https://assistant-ui.com,Open Source React.js Library for AI Chat,Active,B2B; Infrastructure,3,"San Francisco, CA, USA"
Artifact,W25,https://www.ycombinator.com/companies/artifact-2,https://www.artifact.engineer/,"An Collaborative, AI-native IDE for Hardware Engineers",Active,"B2B; Engineering, Product and Design",3,
Axal,W25,https://www.ycombinator.com/companies/axal,https://www.axal.ai/,Automate Data Entry From Inbox to ERP,Active,B2B,2,"San Francisco, CA, USA"
Dex,W25,https://www.ycombinator.com/companies/joindex,https://joindex.com,The AI Coworker in Chrome,Active,B2B; Productivity,2,"San Francisco, CA, USA"
TrainLoop,W25,https://www.ycombinator.com/companies/trainloop,http://trainloop.ai,Reasoning Fine-Tuning,Active,"B2B; Engineering, Product and Design",6,"San Francisco, CA, USA"
Candid,W25,https://www.ycombinator.com/companies/trycandid,https://trycandid.com,The hiring platform for exceptional talent,Active,B2B,2,
SAMMY Labs,W25,https://www.ycombinator.com/companies/sammy-labs,https://www.sammylabs.com,"SAMMY Labs, the knowledge layer for your people and AI",Active,B2B,10,
Instinct,W25,https://www.ycombinator.com/companies/instinct,https://www.instinct-space.com/,Building lunar landers,Active,Industrials; Aviation and Space,4,
Mercura,W25,https://www.ycombinator.com/companies/mercura,https://www.mercura.ai,AI Quote and Order Automation for Distributors & Manufacturers,Active,B2B; Sales,14,
Lightbox,W25,https://www.ycombinator.com/companies/lightbox,https://www.lightbox.sh/,Cursor for Content Creation,Active,Consumer,2,"San Francisco, CA, USA"
